No,Title,BodyPart
1932,Dumbbell Alternating Lunge,Quadriceps
1933,Dumbbell jump squat,Quadriceps
1934,Dumbbell Side Lunge,Quadriceps
1935,Boss Everline Dumbbell Lunge Jump,Quadriceps
1936,Dumbbell Fix Dumbbell Split Squat,Quadriceps
1937,Single-leg dumbbell Romanian deadlift,Quadriceps
1938,Dumbbell Fix Dumbbell Alternating Reverse Lunge,Quadriceps
1939,Dumbbell Fix Turkish Get-Up,Quadriceps
1940,Seesaw lunge,Quadriceps
1941,FYR Dumbbell Front Squat,Quadriceps
1942,Dumbbell split squat,Quadriceps
1943,Dumbbell deadlift,Quadriceps
1944,Single-arm stiff-legged deadlift,Quadriceps
1945,HM Dumbbell Overhead Squat,Quadriceps
1946,HM Dumbbell Squat,Quadriceps
1947,UNS Dumbbell Goblet Squat,Quadriceps
1948,Single-Arm Dumbbell Snatch,Quadriceps
1949,KV Dumbbell Lunges,Quadriceps
1950,Holman Squat to Biceps Curl,Quadriceps
1951,Holman Burpee to Biceps Curl,Quadriceps
1952,Holman Slow Weighted Reverse Lunge,Quadriceps
1953,Holman Slow Weighted Plie Squat,Quadriceps
1954,Holman Weighted Lunge Jump with Biceps Curl,Quadriceps
1955,Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Quadriceps
1956,Holman Weighted Lunge Jump with Chest Press,Quadriceps
1957,Holman Weighted Half Jack to Biceps Curl,Quadriceps
1958,Holman Weighted Half Jack to Chest Press,Quadriceps
1959,Holman 180 Jump to Renegade Side Raise,Quadriceps
1960,Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Quadriceps
1961,Holman Roll-Back to Squat Thrust to Renegade Row,Quadriceps
1962,Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Quadriceps
1963,Holman Weighted Narrow Squat Jump,Quadriceps
1964,Holman Diagonal Deadlift,Quadriceps
1965,Holman Weighted Burpee to Triceps Press,Quadriceps
1966,Holman Squat Thrust Overhead Press,Quadriceps
1967,Holman Weighted Burpee to Chest Press,Quadriceps
1968,Holman Squat to Right-Arm Overhead Press,Quadriceps
1969,Holman Right Lunge Jump with Right Overhead Press,Quadriceps
1970,Holman Left Lunge Jump with Left Overhead Press,Quadriceps
1971,Holman Heavy Hip Drive,Quadriceps
1972,Holman Squat to Left-Arm Overhead Press,Quadriceps
1973,Holman Weighted Lunge Jump to Floor Lunge Jump,Quadriceps
1974,Holman Alternating Weighted Lunge Jump to Chest Press,Quadriceps
1975,Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Quadriceps
1976,Holman Weighted 180 Jump to Chest Press,Quadriceps
1977,Holman Alternating Side Squat Overhead Press,Quadriceps
1978,Holman Right Lunge with Right Biceps Curl,Quadriceps
1979,Holman Left Lunge with Left Biceps Curl,Quadriceps
1980,Holman Squat Thrust to Alternating Front Raise,Quadriceps
1981,Dumbbell racked reverse lunge,Quadriceps
1982,Total Fitness Dumbbell Reverse Lunge,Quadriceps
1983,Single-arm dumbbell snatch-,Quadriceps
1984,Total Fitness Dumbbell Step-Up,Quadriceps
1985,Single-arm dumbbell front squat,Quadriceps
1986,King Maker Weighted Jump Squat,Quadriceps
1987,3D dumbbell lunge,Quadriceps
1988,MetaBurn Dumbbell Burpee,Quadriceps
1989,Dumbbell jump squat with rotation,Quadriceps
1990,MetaBurn Dumbbell Wide Squat to Rack,Quadriceps
1991,MetaBurn Reverse Lunge To High Pull,Quadriceps
1992,MetaBurn Reverse Lunge With Overhead Raise,Quadriceps
1993,MetaBurn Squat to Triceps Extension,Quadriceps
1994,30 Legs Dumbbell Goblet Squat,Quadriceps
1995,30 Legs Dumbbell Squat,Quadriceps
1996,Dumbbell step-down reverse lunge,Quadriceps
1997,Tire flip,Quadriceps
1998,Single Leg Push-off,Quadriceps
1999,Bear crawl sled drag,Quadriceps
2000,Bicycling,Quadriceps
2001,Hex-bar deadlift,Quadriceps
2002,Skating,Quadriceps
2003,Weighted sissy squat,Quadriceps
2004,Dumbbell step-up,Quadriceps
2005,Yoke Walk,Quadriceps
2006,Front Cone Hops (or hurdle hops),Quadriceps
2007,Weighted Squat,Quadriceps
2008,Bench skip,Quadriceps
2009,Backward Drag,Quadriceps
2010,Sled Push,Quadriceps
2011,Barbell squat with plate slide,Quadriceps
2012,Suspended split squat,Quadriceps
2013,Intermediate Hip Flexor and Quad Stretch,Quadriceps
2014,Sled Drag - Harness,Quadriceps
2015,Burpee over barbell,Quadriceps
2016,Dumbbell walking lunge-,Quadriceps
2017,Single-Leg Box Jump,Quadriceps
2018,Conan's Wheel,Quadriceps
2019,Single-Leg Hop Progression,Quadriceps
2020,Rickshaw Deadlift,Quadriceps
2021,Single-cone sprint drill,Quadriceps
2022,Single-Leg Stride Jump,Quadriceps
2023,Trap Bar Jump,Quadriceps
2024,Single-Leg Lateral Hop,Quadriceps
2025,Burpee Box-Jumps,Quadriceps
2026,Sandbag Load,Quadriceps
2027,Single-leg knee-tap squat,Quadriceps
2028,Car Deadlift,Quadriceps
2029,Barbell Squat To A Box,Quadriceps
2030,Double Under,Quadriceps
2031,Plate push,Quadriceps
2032,Hybrid deadlift,Quadriceps
2033,Boss Everline Suspension Side Run,Quadriceps
2034,Boss Everline Lunge Sled Push,Quadriceps
2035,Squat Bottom Position Hold,Quadriceps
2036,TRX Squat Jump,Quadriceps
2037,Landmine squat,Quadriceps
2038,Dumbbell Bulgarian split squat,Quadriceps
2039,Holman Towel Alternating Prisoner Reverse Lunge,Quadriceps
2040,Holman Weighted Burpee to Belly Touch,Quadriceps
2041,Holman Weighted Burpee to Front Punch,Quadriceps
2042,Holman Weighted Low Squat Punch,Quadriceps
2043,Holman Weighted Hook Punch to Squat Thrust,Quadriceps
2044,Holman Towel Alternating Side Lunge Squat,Quadriceps
2045,Holman Weighted Burpee to Renegade Side Punch,Quadriceps
2046,Holman Weighted Reverse Lunge to Knee-Up Overhead Press,Quadriceps
2047,Holman Lunge Jump with Overhead Press,Quadriceps
2048,Holman Weighted Burpee to Belly Touch to Standing T,Quadriceps
2049,Holman Weighted Squat Jump,Quadriceps
2050,Holman Weighted Plie Squat,Quadriceps
2051,Holman Heels-Elevated Sissy Squat,Quadriceps
2052,Holman Squat Jump to Overhead Press,Quadriceps
2053,Holman 180 Jump to Overhead Press,Quadriceps
2054,Holman Weighted Burpee to Row,Quadriceps
2055,Holman Weighted Burpee to 180 Jump,Quadriceps
2056,Holman Weighted 180 Jump,Quadriceps
2057,Holman Weighted Narrow-Mid-Wide Hop,Quadriceps
2058,Holman Alternating Weighted Diagonal Burpee,Quadriceps
2059,Holman Towel Burpee to Push-Up,Quadriceps
2060,Holman Towel Right Side Squat,Quadriceps
2061,ACFT Sprint-drag-carry,Quadriceps
2062,Cable Hip Adduction,Quadriceps
2063,Cable Deadlifts,Quadriceps
2064,KV Cable Squat,Quadriceps
2065,Single-Leg Press,Quadriceps
2066,Stair climber,Quadriceps
2067,Leg Press,Quadriceps
2068,Elliptical trainer,Quadriceps
2069,Narrow-stance leg press,Quadriceps
2070,Narrow Stance Hack Squats,Quadriceps
2071,Stairmaster,Quadriceps
2072,Machine Squat,Quadriceps
2073,Smith machine back squat,Quadriceps
2074,Leg Extensions,Quadriceps
2075,Treadmill running,Quadriceps
2076,Stationary bike,Quadriceps
2077,Treadmill jogging,Quadriceps
2078,Recumbent Bike,Quadriceps
2079,Smith machine leg press,Quadriceps
2080,Lying Machine Squat,Quadriceps
2081,Seated Leg Press,Quadriceps
2082,Smith machine pistol squat,Quadriceps
2083,Leverage Deadlift,Quadriceps
2084,Leg press-,Quadriceps
2085,TBS Hack Squat,Quadriceps
2086,Leg Extensions - Gethin Variation,Quadriceps
2087,Seated leg press-,Quadriceps
2088,Smith machine front squat,Quadriceps
2089,Machine Deadlift - Gethin Variation,Quadriceps
2090,Single-leg hack squat,Quadriceps
2091,Narrow-stance hack squat,Quadriceps
2092,Alternating Single-Leg Curl - Gethin Variation,Quadriceps
2093,Stiff-Legged Deadlift - Gethin Variation,Quadriceps
2094,Single-Leg Press - Gethin Variation,Quadriceps
2095,Hack squat-,Quadriceps
2096,Smith machine lunge squat,Quadriceps
2097,Hack Squat - Gethin Variation,Quadriceps
2098,Leg Press - Gethin Variation,Quadriceps
2099,AM Leg Press,Quadriceps
2100,Leg extension,Quadriceps
2101,UP Quad Extension,Quadriceps
2102,UP Single-Leg Press,Quadriceps
2103,UP Leg Press,Quadriceps
2104,Pop Squat On Leg Press,Quadriceps
2105,King Maker Leg Press,Quadriceps
2106,Single-leg leg press,Quadriceps
2107,King Maker Hack Squat,Quadriceps
2108,30 Legs Feet-High Leg Press,Quadriceps
2109,30 Legs Leg Press,Quadriceps
2110,30 Legs Leg Press Calf Raise,Quadriceps
2111,30 Legs Lying Leg Curl,Quadriceps
2112,30 Legs Machine Hack Squat,Quadriceps
2113,30 Legs Single-Leg Leg Extension,Quadriceps
2114,30 Legs Single-Leg Leg Press,Quadriceps
2115,30 Legs Single-Leg Lying Leg Curl,Quadriceps
2116,30 Legs Smith Machine Split Squat,Quadriceps
2117,30 Legs Smith Machine Squat,Quadriceps
2118,Jumping rope,Quadriceps
2119,Forward lunge,Quadriceps
2120,Side-to-side box skip,Quadriceps
2121,Bodyweight squat,Quadriceps
2122,Broad jump,Quadriceps
2123,Burpee,Quadriceps
2124,Trail Running/Walking,Quadriceps
2125,Scissors Jump,Quadriceps
2126,Jumping jack-,Quadriceps
2127,Arms-crossed jump squat,Quadriceps
2128,Bodyweight Reverse Lunge,Quadriceps
2129,Alien Squat,Quadriceps
2130,Treadmill walking,Quadriceps
2131,Rocket Jump,Quadriceps
2132,Depth jump box jump,Quadriceps
2133,Bodyweight Walking Lunge,Quadriceps
2134,Walking High Knees,Quadriceps
2135,Lateral lunge,Quadriceps
2136,Jump Squat,Quadriceps
2137,Over bench jump,Quadriceps
2138,Split Jump,Quadriceps
2139,90-degree jump squat,Quadriceps
2140,Skip,Quadriceps
2141,Kneeling hip flexor stretch,Quadriceps
2142,Iron Crosses (stretch),Quadriceps
2143,All Fours Quad Stretch,Quadriceps
2144,Lying quad stretch with band,Quadriceps
2145,One Half Locust,Quadriceps
2146,Standing Hip Flexors,Quadriceps
2147,Looking At Ceiling,Quadriceps
2148,Rear Leg Raises,Quadriceps
2149,On Your Side Quad Stretch,Quadriceps
2150,On-Your-Back Quad Stretch,Quadriceps
2151,Standing Elevated Quad Stretch,Quadriceps
2152,Thigh killa,Quadriceps
2153,Southpaw sprawl,Quadriceps
2154,Stride Jump Crossover,Quadriceps
2155,Side Standing Long Jump,Quadriceps
2156,Wall squat,Quadriceps
2157,Slide Jump Shot,Quadriceps
2158,Sprawl frog kick,Quadriceps
2159,Lateral Speed Step,Quadriceps
2160,Side Hop-Sprint,Quadriceps
2161,Pop squat,Quadriceps
2162,Star Jump,Quadriceps
2163,Side Lunge Touching Heel,Quadriceps
2164,Lying Prone Quadriceps,Quadriceps
2165,Fast Kick With Arm Circles,Quadriceps
2166,Single-leg box squat,Quadriceps
2167,Defensive Slide,Quadriceps
2168,Quick Leap,Quadriceps
2169,Vertical Mountain Climber,Quadriceps
2170,Reverse Burpee,Quadriceps
2171,Football Up-Down,Quadriceps
2172,Jump lunge heel kick,Quadriceps
2173,Burpee box jump,Quadriceps
2174,Linear Depth Jump,Quadriceps
2175,Slow Jog,Quadriceps
2176,High knees,Quadriceps
2177,Jumping Jack,Quadriceps
2178,Square Hop,Quadriceps
2179,Running lunge,Quadriceps
2180,In-out jump squat,Quadriceps
2181,Gorilla squat,Quadriceps
2182,Burpee tuck jump,Quadriceps
2183,Speed skater,Quadriceps
2184,Jumping knee up-down,Quadriceps
2185,Jump Lunge To Feet Jack,Quadriceps
2186,Reverse Lunge Rotation,Quadriceps
2187,Alternating standing knee-pull stretch,Quadriceps
2188,Seal jack,Quadriceps
2189,Kneeling quad thoracic stretch,Quadriceps
2190,Single-Leg Squat With Knee Tap,Quadriceps
2191,Shuttle run,Quadriceps
2192,Squat Isometric Hold,Quadriceps
2193,Wall sit,Quadriceps
2194,Walking lunge with hip extension,Quadriceps
2195,Squat with alternating side leg raise,Quadriceps
2196,Lateral Squats,Quadriceps
2197,Walking lunge with twist,Quadriceps
2198,Boss Everline Backward Lunge Walk,Quadriceps
2199,Reverse Diagonal Skaters,Quadriceps
2200,FYR Air Squat,Quadriceps
2201,FYR Tuck Jump,Quadriceps
2202,Push-up sprawl tuck jump,Quadriceps
2203,FYR Running Lunge,Quadriceps
2204,FYR Jumping Lunge,Quadriceps
2205,FYR Sprawl Frog Kick,Quadriceps
2206,Jump squat-,Quadriceps
2207,FYR Sprinter Burpee,Quadriceps
2208,Single-leg burpee,Quadriceps
2209,FYR Gorilla Squat,Quadriceps
2210,Banded compass jump squat,Quadriceps
2211,In-out sprawl,Quadriceps
2212,Knee-tuck kick-up,Quadriceps
2213,Bear crawl donkey kick,Quadriceps
2214,Southpaw sprawl with push-up,Quadriceps
2215,Bouncing lunge,Quadriceps
2216,Bodyweight Squat - Gethin Variation,Quadriceps
2217,FYR Alternating Lunge,Quadriceps
2218,Bodyweight Walking Lunge - Gethin Variation,Quadriceps
2219,Seated Quad Contraction,Quadriceps
2220,HM Squat with Alternating Leg Extension,Quadriceps
2221,HM Air Squat,Quadriceps
2222,HM Alternating Jump Lunge,Quadriceps
2223,HM Alternating Lunge-In-Place,Quadriceps
2224,HM Alternating Side Lunge,Quadriceps
2225,HM Sumo Pulse,Quadriceps
2226,HM Sumo Squat,Quadriceps
2227,HM Alternating Side-Kick,Quadriceps
2228,HM Tuck-Up Burpee,Quadriceps
2229,HM Bear Crawl,Quadriceps
2230,HM Bear Stance Fire Hydrant,Quadriceps
2231,HM Walking Frankenstein,Quadriceps
2232,HM Walking Hip Stretch,Quadriceps
2233,HM Wide Jump Squat,Quadriceps
2234,HM Boxer Shuffle,Quadriceps
2235,HM Running Lunge,Quadriceps
2236,HM Bulgarian Split Squat On Chair,Quadriceps
2237,HM Burpee,Quadriceps
2238,HM Butterfly,Quadriceps
2239,HM Alternating Lunge Push-Up,Quadriceps
2240,HM Comet,Quadriceps
2241,HM Couch Stretch,Quadriceps
2242,HM Down Up,Quadriceps
2243,HM Duck Walk,Quadriceps
2244,HM Fragon,Quadriceps
2245,HM Frankenstein,Quadriceps
2246,HM Single-Leg Squat on Chair,Quadriceps
2247,HM Single-Leg Touchdown,Quadriceps
2248,HM Speed Skater,Quadriceps
2249,HM Squat Jump,Quadriceps
2250,HM Squat Lunge,Quadriceps
2251,HM Garland Pose,Quadriceps
2252,HM High Knees,Quadriceps
2253,HM In-And-Out Squat,Quadriceps
2254,HM In-And-Out Squat Jump,Quadriceps
2255,HM Jumping Jack,Quadriceps
2256,HM Jumping Knee-Up,Quadriceps
2257,HM Jumping Rope,Quadriceps
2258,HM Right Calf-Spike Sumo Pulse,Quadriceps
2259,HM Reverse Lunge with Kick,Quadriceps
2260,HM Left Knee-Up,Quadriceps
2261,HM Left-Leg Lunge And Kick-Out,Quadriceps
2262,HM Mountain Pose,Quadriceps
2263,HM Butt Kickers,Quadriceps
2264,HM Right-Leg Lunge And Kick-Out,Quadriceps
2265,HM Sumo Get-Up,Quadriceps
2266,AM Jump Squat,Quadriceps
2267,AM Bodyweight Squat,Quadriceps
2268,High knees sprawl drill,Quadriceps
2269,UP Bulgarian Split Squat,Quadriceps
2270,UN Forward Lunge,Quadriceps
2271,UN Front Foot Elevated Split Squat,Quadriceps
2272,UNS Half-Kneeling Hip Flexor Stretch,Quadriceps
2273,UNS Low Depth Jump,Quadriceps
2274,UNS Forward-To-Reverse Lunge,Quadriceps
2275,Holman Towel Squat Thrust,Quadriceps
2276,Holman Towel Alternating Prisoner Squat,Quadriceps
2277,Holman Towel Alternating Lateral Lunge,Quadriceps
2278,Holman Squat Pull-Through Jump,Quadriceps
2279,Holman 180 Jump,Quadriceps
2280,Holman Foot-Elevated Knee-Up to Squat,Quadriceps
2281,Holman Feet-Elevated Squat Thrust,Quadriceps
2282,Holman Hands-Elevated Lunge Jump,Quadriceps
2283,Holman Hands-Elevated Jack to Split Jump,Quadriceps
2284,Holman Hands-Elevated Wide Squat Thrust,Quadriceps
2285,Holman Hands-Elevated Squat Thrust to Split Jack,Quadriceps
2286,Holman Squat Jump,Quadriceps
2287,Holman Squat Pulse,Quadriceps
2288,Holman Jump-Out Push-Up,Quadriceps
2289,Holman Alternating Forward Lunge,Quadriceps
2290,Holman Burpee to Jump,Quadriceps
2291,Holman Pilates Single-Leg Stretch,Quadriceps
2292,Holman Alternating Reverse Prisoner Lunge,Quadriceps
2293,Holman Narrow-Wide Squat Jump to 180 Jump,Quadriceps
2294,Holman 180 Jump to Lunge,Quadriceps
2295,Holman Imaginary Jump Rope,Quadriceps
2296,Holman Fast Feet with Hands Up,Quadriceps
2297,Holman Hands-Elevated Alternating Lunge Jump,Quadriceps
2298,Holman Right Split Lunge,Quadriceps
2299,Holman Left Split Lunge,Quadriceps
2300,Holman Plyometric Jump,Quadriceps
2301,Holman Quad Touch Jump,Quadriceps
2302,Holman Skate,Quadriceps
2303,Holman Lunge Jump,Quadriceps
2304,Holman Flying Squat Thrust,Quadriceps
2305,Holman 90-Degree Jump,Quadriceps
2306,Holman Half Jack to 180 Jump,Quadriceps
2307,Holman Quick Feet to Quad Touch Jump,Quadriceps
2308,Holman Squat Thrust to Push-Up to Super Woman,Quadriceps
2309,Holman Plyometric Jump to 180 Jump,Quadriceps
2310,Holman Standing Heel Click to Hands Down Heel Click,Quadriceps
2311,Holman Burpee to 180 Jump,Quadriceps
2312,Holman Traveling Low Jack to Belly Touch,Quadriceps
2313,Holman Flying Squat Thrust to Shoulder Tap,Quadriceps
2314,Holman Squat Jump to Alternating Side Lunge Jump,Quadriceps
2315,Holman Low Squat with Low Diagonal Dumbbell Punch,Quadriceps
2316,Holman Right Leg Hop to Right Reverse Lunge,Quadriceps
2317,Holman Left Leg Hop to Left Reverse Lunge,Quadriceps
2318,Holman Burpee to Open Stance,Quadriceps
2319,Holman Diagonal Squat Thrust to Renegade Forward Punch,Quadriceps
2320,Holman Bear Crawl,Quadriceps
2321,Holman Bear Crawl to Donkey Kick,Quadriceps
2322,Holman Bear Crawl to Froggy Push-Up,Quadriceps
2323,Holman Bear Crawl to Shoulder Tap,Quadriceps
2324,Holman Burpee to Tuck Jump,Quadriceps
2325,Holman Burpee to Flying Squat Thrust to Tuck Jump,Quadriceps
2326,Holman Forward Lunge to Reverse Lunge,Quadriceps
2327,Holman Renegade Lunge Jump,Quadriceps
2328,Holman Squat Jump to Lunge Jump,Quadriceps
2329,Holman Prisoner Reverse Lunge,Quadriceps
2330,Holman Wide-to-Narrow Squat Jump,Quadriceps
2331,Holman Donkey Run,Quadriceps
2332,Holman Weighted Wide-to-Narrow Squat Jump,Quadriceps
2333,Holman Wide-to-Narrow Donkey Kick,Quadriceps
2334,Holman Mule Kick,Quadriceps
2335,Holman Goal Post to Squat,Quadriceps
2336,Holman Frogger Squat to Heel Click,Quadriceps
2337,Holman Stair Sprint,Quadriceps
2338,Holman Stair Bear Crawl,Quadriceps
2339,Holman Burpee to Flying Squat Thrust,Quadriceps
2340,Holman Flying Squat Thrust to Push-Up,Quadriceps
2341,Holman Foot-Elevated Step-To-Lunge,Quadriceps
2342,Holman Split Lunge,Quadriceps
2343,Holman Stair Climb,Quadriceps
2344,Holman Burpee to Flying Jack,Quadriceps
2345,Holman Right Reverse Lunge,Quadriceps
2346,Holman Left Reverse Lunge,Quadriceps
2347,Holman Squat Tap to Hop,Quadriceps
2348,Holman Squat Tap to Jump-Forward-Jump-Back,Quadriceps
2349,Holman Squat Hip Drive,Quadriceps
2350,Holman Alternating Double Lunge Hop,Quadriceps
2351,Holman Right Reverse Lunge to Front Kick,Quadriceps
2352,Holman Right Leg Forward Lunge Hop,Quadriceps
2353,Holman Right Squat Thrust,Quadriceps
2354,Holman Left Reverse Lunge to Front Kick,Quadriceps
2355,Holman Left Leg Forward Lunge Hop,Quadriceps
2356,Holman Left Side Diagonal Burpee,Quadriceps
2357,Holman Left Squat Thrust,Quadriceps
2358,Holman Wide Squat Thrust,Quadriceps
2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,Quadriceps
2360,Holman Right Lunge Hop to Chest Press,Quadriceps
2361,Holman Left Lunge Hop to Overhead Press,Quadriceps
2362,Holman 180 Jump Hop Forward Hop Back,Quadriceps
2363,Holman Right Split Squat,Quadriceps
2364,Holman Left Split Squat,Quadriceps
2365,Holman Double Squat Pulse to 180 Jump,Quadriceps
2366,Holman Towel Left Side Squat,Quadriceps
2367,Holman Alternating Lunge Jump,Quadriceps
2368,Holman Lunge Jump to Squat Jump,Quadriceps
2369,Holman Burpee with Belly Touch,Quadriceps
2370,Bootstrapper squat,Quadriceps
2371,Total Fitness Broad Jump,Quadriceps
2372,Total Fitness Lateral Lunge,Quadriceps
2373,Lateral shuffle,Quadriceps
2374,Total Fitness Skip,Quadriceps
2375,Total Fitness Spider Lunge,Quadriceps
2376,Spider lunge stretch,Quadriceps
2377,Spider lunge with T-rotation,Quadriceps
2378,Standing quad stretch,Quadriceps
2379,Vertical jump,Quadriceps
2380,King Maker Burpee,Quadriceps
2381,King Maker Explosive High Jump,Quadriceps
2382,Muscle Beach Skip,Quadriceps
2383,Muscle Beach Broad Jump,Quadriceps
2384,Muscle Beach Sprint,Quadriceps
2385,Muscle Beach Front Kick,Quadriceps
2386,Muscle Beach Side Kick,Quadriceps
2387,Muscle Beach Spin Kick,Quadriceps
2388,Muscle Beach Freestyle Kick,Quadriceps
2389,MetaBurn Alternating Curtsy Lunge To Squat,Quadriceps
2390,MetaBurn Alternating Curtsy Lunge With High Knee,Quadriceps
2391,MetaBurn Alternating Diagonal Sprawl,Quadriceps
2392,MetaBurn Alternating Lateral Sprawl,Quadriceps
2393,MetaBurn Curtsy Lunge,Quadriceps
2394,MetaBurn Frogger,Quadriceps
2395,MetaBurn High Knee Rotation,Quadriceps
2396,MetaBurn Side-To-Side Lunge,Quadriceps
2397,MetaBurn Star Jump,Quadriceps
2398,MetaBurn Tuck Jump With Knee Slap,Quadriceps
2399,MetaBurn Lateral Bounding Hop,Quadriceps
2400,MetaBurn Double Lunge,Quadriceps
2401,Robertson Sprinter Step-Up,Quadriceps
2402,FYR2 Front Kick-Through,Quadriceps
2403,Lunge high-knee clap,Quadriceps
2404,FYR2 Plyo Split Squat,Quadriceps
2405,FYR2 Reverse Burpee,Quadriceps
2406,FYR2 Reverse Burpee to Regular Burpee,Quadriceps
2407,FYR2 Reverse Burpee Tuck Jump,Quadriceps
2408,FYR2 Sprawlee,Quadriceps
2409,FYR2 Squat Hold,Quadriceps
2410,FYR2 Squat Jump,Quadriceps
2411,FYR2 Squat Pulse,Quadriceps
2412,Sprinter burpee,Quadriceps
2413,Shuttle run training,Quadriceps
2414,Medicine ball ninja,Quadriceps
2415,FYR Air Ball Plus Medicine Ball Jumping Sprawl,Quadriceps
2416,Medicine ball cowboy squat,Quadriceps
2417,Medicine ball jumping jill,Quadriceps
2418,Alternate Leg Diagonal Bound,Quadriceps
2419,Sit Squats,Quadriceps
2420,Frog Hops,Quadriceps
2421,Dumbbell lateral hop to sprint,Quadriceps
2422,Smith machine lunge sprint,Quadriceps
2423,Sissy squat,Quadriceps
2424,Wall ball toss,Quadriceps
2425,Bosu Ball Squat,Quadriceps
2426,Exercise ball Bulgarian split squat,Quadriceps
2427,Seated bar twist,Abdominals
2428,Band Pull Apart,Shoulders
2429,Back Flyes - With Bands,Shoulders
2430,Lateral Raise - With Bands,Shoulders
2431,Shoulder Press - With Bands,Shoulders
2432,External Rotation with Band,Shoulders
2433,FYR Band Pull-Apart,Shoulders
2434,HM Lateral Raise,Shoulders
2435,Rusin Banded Over-And-Back,Shoulders
2436,Rusin Banded Face Pull,Shoulders
2437,UP Band Pull-Apart,Shoulders
2438,Jordan Shallow Band-Resisted Thread the Needle,Shoulders
2439,30 Shoulders Seated Banded Barbell Shoulder Press,Shoulders
2440,Band shoulder press,Shoulders
2441,Band lateral raise,Shoulders
2442,Band upright row,Shoulders
2443,Staggered-stance band shoulder press,Shoulders
2444,Single-arm banded landmine press,Shoulders
2445,Band front raise rear fly row combo,Shoulders
2446,Jordan Shallow Foam Roller Thoracic Extension,Shoulders
2447,Jordan Shallow Thread the Needle (with Foam Roller),Shoulders
2448,Clean and press,Shoulders
2449,Clean and jerk,Shoulders
2450,Military press,Shoulders
2451,Seated barbell shoulder press,Shoulders
2452,Snatch-Grip Behind-The-Neck Overhead Press,Shoulders
2453,Standing Bradford press,Shoulders
2454,Barbell Shoulder Press,Shoulders
2455,Barbell rear delt bent-over row,Shoulders
2456,Barbell upright row,Shoulders
2457,Bradford/Rocky Presses,Shoulders
2458,Lying rear delt fly,Shoulders
2459,Machine Shoulder (Military) Press,Shoulders
2460,Standing Barbell Press Behind Neck,Shoulders
2461,Barbell front raise,Shoulders
2462,Overhead bar front raise,Shoulders
2463,Incline barbell shoulder protraction,Shoulders
2464,Behind-the-head push-press,Shoulders
2465,Rack Delivery,Shoulders
2466,Smith Incline Shoulder Raise,Shoulders
2467,Tall Muscle Snatch,Shoulders
2468,Axle Clean And Press,Shoulders
2469,Jerk Balance,Shoulders
2470,Seated EZ-bar shrug,Shoulders
2471,Paul Carter Barbell Seated Military Press,Shoulders
2472,TBS Barbell Military Press,Shoulders
2473,Incline Front Barbell Raise - Gethin Variation,Shoulders
2474,Barbell Front Raise - Gethin Variation,Shoulders
2475,Single-arm barbell lateral raise,Shoulders
2476,AM Upright Row,Shoulders
2477,AM Barbell Shoulder Press,Shoulders
2478,Standing barbell shoulder press,Shoulders
2479,King Maker Barbell Thruster,Shoulders
2480,Single-arm incline cable cross-over,Shoulders
2481,Barbell bear complex,Shoulders
2482,30 Shoulders Barbell Shrug,Shoulders
2483,30 Shoulders Incline Face-Up Straight-Bar Front Raise,Shoulders
2484,30 Shoulders Seated Dumbbell Shoulder Press,Shoulders
2485,30 Shoulders Standing Behind-The-Head Shoulder Press,Shoulders
2486,30 Shoulders Standing Barbell Press,Shoulders
2487,FYR2 Wide Overhead Press,Shoulders
2488,Single-arm kettlebell push-press,Shoulders
2489,Two-Arm Kettlebell Military Press,Shoulders
2490,Alternating Kettlebell Press,Shoulders
2491,Single-arm kettlebell snatch,Shoulders
2492,Single-arm kettlebell clean and jerk,Shoulders
2493,Kettlebell pirate ship,Shoulders
2494,Two-Arm Kettlebell Clean,Shoulders
2495,Double Kettlebell Push Press,Shoulders
2496,Kettlebell Seated Press,Shoulders
2497,Double Kettlebell Jerk,Shoulders
2498,Kettlebell Arnold Press,Shoulders
2499,Double-kettlebell windmill,Shoulders
2500,One-Arm Kettlebell Split Snatch,Shoulders
2501,One-Arm Kettlebell Para Press,Shoulders
2502,One-Arm Kettlebell Split Jerk,Shoulders
2503,One-Arm Kettlebell Military Press To The Side,Shoulders
2504,One-Arm Kettlebell Jerk,Shoulders
2505,Double Kettlebell Snatch,Shoulders
2506,Two-Arm Kettlebell Jerk,Shoulders
2507,FYR Kettlebell Power Clean,Shoulders
2508,Kettlebell upright row,Shoulders
2509,Kettlebell upright row and press,Shoulders
2510,Single-arm kettlebell thruster,Shoulders
2511,Double-kettlebell shoulder press,Shoulders
2512,Double-kettlebell push-press,Shoulders
2513,HM Kettlebell Windmill,Shoulders
2514,HM Kettlebell Z-Press,Shoulders
2515,Taylor Half-Kneeling Kettlebell Halo,Shoulders
2516,Taylor Towel Kettlebell Farmer's Walk,Shoulders
2517,FYR2 Double-Kettlebell Alternating Press,Shoulders
2518,FYR2 Double-Kettlebell Thruster,Shoulders
2519,FYR2 Half-Kneeling Kettlebell Clean,Shoulders
2520,FYR2 Kettlebell Clean and Press,Shoulders
